subject_key,subject_name,concept,semantic_type,strategy_type,quality,latest_stock_trade_date,latest_leaderboard_trade_date,leaderboard_count,recent_event_count,confusion_subject_keys,generic_anchor_ratio,anchor_count,alias_generic_count,negative_terms_count,confusion_overlap_score,stock_pool_size,recent_heat_score,false_positive_risk,priority_score,generic_terms
9043458,中国星际之门,中国星际之门,政策驱动型产业集群,policy_driven,weak,2026-05-15,2026-04-24,46,0,"[""9012065"", ""9016139""]",0.0,3,0,0,0.0556,46,0.0433,0.1139,32.92,[]
9017397,一体化压铸,一体化压铸,产业链/供应链,industry_chain,weak,2026-05-15,2026-04-24,25,0,"[""9031342"", ""9019060"", ""9014720"", ""9014198"", ""9019474""]",0.25,3,0,2,0.0385,25,0.0235,0.1221,32.91,"[""设备""]"
9012413,充电桩,充电桩,产业链/供应链,industry_chain,weak,2026-05-15,2026-04-24,51,0,"[""9060646"", ""9047321"", ""9065262"", ""9019314"", ""9012584"", ""9034188"", ""9022763"", ""9014648""]",0.0,7,0,0,0.0455,51,0.048,0.1114,32.88,[]
9064411,比亚迪发布会,比亚迪发布会,技术突破,industry_chain,weak,2026-05-15,2026-04-24,44,0,"[""9062738"", ""9020124"", ""9011970"", ""9018800"", ""9030124""]",0.0,5,0,0,0.0556,44,0.0414,0.1139,32.87,[]
9042073,航空运输,航空运输,产业链/供应链,industry_chain,weak,2026-05-15,2026-04-24,15,0,"[""9061633"", ""129"", ""9064639""]",0.25,3,0,4,0.05,15,0.0141,0.125,32.85,"[""航空公司""]"
9016691,钢铁,钢铁,产业链/供应链,industry_chain,weak,2026-05-15,2026-04-24,41,0,"[""9032516"", ""9064956"", ""9027969"", ""9012508""]",0.0,5,0,0,0.0588,41,0.0386,0.1147,32.85,[]
9043598,禾赛供货商,禾赛供货商,产业链/供应链,industry_chain,weak,2026-05-15,2026-04-24,11,0,"[""9021735""]",0.0,3,0,0,0.1053,11,0.0103,0.1263,32.84,[]
9030732,胖东来,胖东来,公司事件,event_driven,weak,2026-05-15,2026-04-24,20,0,"[""9037730"", ""9014383""]",0.0,4,0,0,0.0909,20,0.0188,0.1227,32.83,[]
9053720,基孔肯雅热,基孔肯雅热,生物防治技术,industry_chain,weak,2026-05-15,2026-04-24,29,0,"[""1""]",0.0,5,0,0,0.0769,29,0.0273,0.1192,32.83,[]
9015235,氢能源,氢能源,产业链/供应链,industry_chain,weak,2026-05-15,2026-04-24,51,0,"[""9063810""]",0.0,4,0,0,0.0417,51,0.048,0.1104,32.82,[]
9057161,阿里六大核心产业,阿里六大核心产业,公司业务与生态体系,industry_chain,weak,2026-05-15,2026-04-24,39,0,"[""9047066"", ""9041790"", ""9037499""]",0.0,5,0,0,0.0556,39,0.0367,0.1139,32.75,[]
9030013,抗衰老,抗衰老,生物技术与健康物质,industry_chain,weak,2026-05-15,2026-04-24,40,0,"[""9048752"", ""9049453""]",0.0,5,0,0,0.0526,40,0.0376,0.1132,32.73,[]
9011446,海南自贸港,海南自贸港,基础设施建设,policy_driven,weak,2026-05-15,2026-04-24,32,0,"[""9046378"", ""9044395"", ""9035559"", ""9059322"", ""9011768"", ""9054349"", ""9022363"", ""9012747""]",0.0,4,0,0,0.0625,32,0.0301,0.1156,32.69,[]
9047612,巴基斯坦军事,巴基斯坦军事,军事技术应用,industry_chain,weak,2026-05-15,2026-04-24,40,0,"[""9030207""]",0.0,3,0,0,0.05,40,0.0376,0.1125,32.69,[]
9033923,深圳,深圳,政策驱动类题材,policy_driven,weak,2026-05-15,2026-04-24,41,0,"[""9060389"", ""9021645"", ""69"", ""9046660"", ""9029238"", ""9033890""]",0.0,6,0,0,0.0476,41,0.0386,0.1119,32.68,[]
9037730,百字辈零售,百字辈零售,文化娱乐事件,event_driven,weak,2026-05-15,2026-04-24,12,0,"[""9030732"", ""9014383"", ""9038627""]",0.0,5,0,0,0.0909,12,0.0113,0.1227,32.64,[]
9057151,国内大厂自研芯片,国内大厂自研芯片,技术突破与产业链,industry_chain,weak,2026-04-15,2026-04-15,21,0,"[""9059230"", ""9060250"", ""9062339"", ""9026020"", ""9034811"", ""9056783"", ""9056319"", ""9055255""]",0.0,6,0,0,0.0435,42,0.0395,0.1109,32.64,[]
9055255,寒武纪,寒武纪,产业链/供应链,industry_chain,weak,2026-05-15,2026-04-24,29,0,"[""9058918"", ""9059118"", ""9057151"", ""9034134""]",0.0,5,0,0,0.0625,29,0.0273,0.1156,32.62,[]
9062213,脑机接口九大新秀,脑机接口九大新秀,技术突破与产业链,industry_chain,weak,2026-05-15,2026-04-24,19,0,"[""9045339"", ""9041906"", ""9034824"", ""9030037"", ""9060591""]",0.0,7,0,0,0.0769,19,0.0179,0.1192,32.6,[]
9029156,老龙头,老龙头,市场炒作现象,event_driven,medium,2026-04-10,2026-04-10,55,0,[],0.0,1,0,0,0.0,110,0.1034,0.25,32.59,[]
9020631,小米手机,小米手机,产业链/供应链,industry_chain,weak,2026-05-15,2026-04-24,25,0,"[""9019349"", ""9028541"", ""9063053"", ""9048752"", ""9022509"", ""9042433"", ""9013944"", ""9028133""]",0.0,5,0,0,0.0667,25,0.0235,0.1167,32.59,[]
9042855,RISC-V芯片,RISC-V芯片,技术标准与产业联盟,industry_chain,weak,2026-05-15,2026-04-24,45,0,"[""9056319"", ""9065481""]",0.0,4,0,0,0.0345,45,0.0423,0.1086,32.57,[]
9031196,宠物经济,宠物经济,消费品类,industry_chain,weak,2026-05-15,2026-04-24,38,0,"[""9039574"", ""9049017"", ""9047508""]",0.0,4,0,0,0.0435,38,0.0357,0.1109,32.55,[]
9065256,1.6/3.2T光模块增量,1.6/3.2T光模块增量,产业链/供应链,industry_chain,weak,2026-05-15,2026-04-24,10,0,"[""9013933"", ""9062339"", ""9056553"", ""9055600""]",0.0,4,0,0,0.087,10,0.0094,0.1217,32.54,[]
9014720,水利工程,水利工程,产业链/供应链,industry_chain,weak,2026-05-15,2026-04-24,57,0,"[""9027140"", ""9015543"", ""9017397""]",0.1667,5,0,3,0.1111,57,0.0536,0.1028,32.51,"[""设备""]"
9055585,OCS交换机,OCS交换机,产业链/供应链,industry_chain,weak,2026-05-15,2026-04-24,19,0,"[""9056553"", ""9062339"", ""9041790"", ""9055600"", ""9036559"", ""9041968"", ""9064072""]",0.0,5,0,0,0.069,19,0.0179,0.1172,32.48,[]
9059118,四代核电钍基熔盐,四代核电钍基熔盐,技术突破,industry_chain,weak,2026-05-15,2026-04-24,20,0,"[""9017093"", ""9050919"", ""9055255"", ""9034134"", ""9027808""]",0.0,4,0,0,0.0667,20,0.0188,0.1167,32.47,[]
9039574,大豆,大豆,产业链/供应链,industry_chain,weak,2026-05-15,2026-04-24,33,0,"[""9029513"", ""9013021"", ""9031196""]",0.0,4,0,0,0.0455,33,0.031,0.1114,32.46,[]
9064335,AI漫剧,AI漫剧,技术应用与产业生态,industry_chain,weak,2026-05-15,2026-04-24,23,0,"[""9036138""]",0.0,4,0,0,0.0588,23,0.0216,0.1147,32.42,[]
9052849,昆仑银行,昆仑银行,公司事件,event_driven,weak,2026-05-15,2026-04-24,14,0,"[""9017278"", ""9049788"", ""9027100""]",0.0,4,0,0,0.0714,14,0.0132,0.1179,32.4,[]
9023134,铝,铝,产业链/供应链,industry_chain,weak,2026-05-15,2026-04-24,33,0,"[""9015208""]",0.0,4,0,0,0.0417,33,0.031,0.1104,32.4,[]
9054061,成都世运会,成都世运会,国际综合性体育赛事,event_driven,strong,2026-05-15,2026-04-24,48,0,"[""9060492"", ""9053522"", ""9058519"", ""9040603"", ""9027624"", ""9027140"", ""9011782"", ""9051906""]",0.0,1,0,0,0.0833,48,0.0451,0.2708,32.38,[]
9016274,一次性电子烟,一次性电子烟,产业链/供应链,industry_chain,weak,2026-05-15,2026-04-24,29,0,"[""9044613"", ""9011526"", ""9058626"", ""9048311"", ""9035051"", ""9037499"", ""9013314""]",0.2,4,0,8,0.0833,29,0.0273,0.1108,32.33,"[""产品""]"
9044802,上海智算云,上海智算云,政策驱动型算力基础设施,policy_driven,weak,2026-05-15,2026-04-24,29,0,"[""9039979"", ""9048311""]",0.0,3,0,0,0.0417,29,0.0273,0.1104,32.31,[]
9048147,AH小市值,AH小市值,文化娱乐事件,event_driven,weak,2026-05-15,2026-04-24,21,0,"[""9063417""]",0.0,5,0,0,0.0526,21,0.0197,0.1132,32.29,[]
9023749,碳中和,碳中和,技术突破与产业链,industry_chain,weak,2026-05-15,2026-04-24,50,0,[],0.0,9,0,0,0.0,50,0.047,0.1,32.18,[]
9029292,土地改革,土地改革,政策法规,policy_driven,weak,2026-05-15,2026-04-24,23,0,"[""9033525"", ""9013021""]",0.0,6,0,0,0.04,23,0.0216,0.11,32.14,[]
9028491,安防,安防,产业链/供应链,industry_chain,weak,2026-05-15,2026-04-24,26,0,"[""9038700"", ""9011609""]",0.0,4,0,0,0.0294,26,0.0245,0.1074,32.06,[]
9055301,电子特气,电子特气,产业链/供应链,industry_chain,weak,2026-05-15,2026-04-24,12,0,"[""9015387""]",0.0,6,0,0,0.0323,24,0.0226,0.1081,32.05,[]
9040224,Figure机器人,Figure机器人,公司技术路线与商业合作事件,event_driven,weak,2026-05-15,2026-04-24,6,0,"[""9014193"", ""9062497"", ""9063449"", ""9057858"", ""9041982"", ""9036191"", ""9054580"", ""9053147""]",0.0,3,0,0,0.0588,6,0.0056,0.1147,32.02,[]
9064502,两大航运集团,两大航运集团,公司事件,event_driven,weak,2026-05-15,2026-04-24,15,0,"[""9032010""]",0.0,3,0,0,0.0435,15,0.0141,0.1109,32.01,[]
9063080,太空旅游,太空旅游,技术突破与产业链,industry_chain,weak,2026-05-15,2026-04-24,17,0,"[""9012396"", ""9029238"", ""9064166"", ""9019807""]",0.0,4,0,0,0.037,17,0.016,0.1093,31.96,[]
9064628,Micro LED CPO,Micro LED CPO,产业链/供应链,industry_chain,weak,2026-05-15,2026-04-24,40,0,[],0.0,3,0,0,0.0,40,0.0376,0.1,31.94,[]
9059825,阿里AI助手,阿里AI助手,技术突破与产品发布,event_driven,strong,2026-05-15,2026-04-24,48,0,"[""9046660"", ""9056319"", ""9037499"", ""9062682""]",0.0,2,0,0,0.05,48,0.0451,0.2625,31.88,[]
9028229,热电联产,热电联产,能源基础设施,industry_chain,weak,2026-05-15,2026-04-24,16,0,"[""9012584"", ""9058280""]",0.0,3,0,0,0.0333,16,0.015,0.1083,31.87,[]
9065214,中东石油设施修复,中东石油设施修复,基础设施维护与安全事件,event_driven,weak,2026-05-15,2026-04-24,10,0,"[""9011685""]",0.0,3,0,0,0.0417,10,0.0094,0.1104,31.86,[]
9052032,照明LED,照明LED,产业链/供应链,industry_chain,weak,2026-05-15,2026-04-24,35,0,[],0.0,4,0,0,0.0,35,0.0329,0.1,31.82,[]
9050371,工业智能体,工业智能体,技术突破与产业链融合,industry_chain,weak,2026-05-15,2026-04-24,38,0,"[""9062579"", ""9043089"", ""9034859"", ""9022509"", ""9041906"", ""9024589"", ""9054580"", ""9058017""]",0.0714,13,0,5,0.2593,38,0.0357,0.0969,31.71,"[""新兴人工智能和边缘计算公司""]"
9054821,公募基金,公募基金,金融资产管理行业,industry_chain,weak,2026-05-15,2026-04-24,28,0,[],0.0,7,0,0,0.0,28,0.0263,0.1,31.66,[]
9054848,全民社保,全民社保,政策驱动下的公共服务外包,policy_driven,weak,2026-05-15,2026-04-24,28,0,[],0.0,3,0,0,0.0,28,0.0263,0.1,31.66,[]
9059396,美好中国,美好中国,政策法规,policy_driven,weak,2026-05-15,2026-04-24,23,0,[],0.0,6,0,0,0.0,23,0.0216,0.1,31.54,[]
9020387,东北振兴,东北振兴,地理行政区域,event_driven,weak,2026-05-15,2026-04-24,21,0,[],0.0,3,0,0,0.0,21,0.0197,0.1,31.49,[]
9010168,锂电池,锂电池,产业链/供应链,industry_chain,strong,2026-05-15,2026-04-24,162,0,"[""9056615"", ""9035101"", ""9048533"", ""9035716"", ""9031192"", ""9059704"", ""9031543"", ""9028878""]",0.4286,4,0,8,0.0625,164,0.1542,0.2085,31.37,"[""上游资源"", ""中游制造"", ""下游应用""]"
9013055,物流,物流,产业融合与政策驱动,policy_driven,strong,2026-05-15,2026-04-24,57,0,"[""9052280"", ""9020414"", ""9064972"", ""9026661"", ""9058519"", ""9014193"", ""9065824"", ""9021093""]",0.2,4,1,0,0.08,57,0.0536,0.25,31.34,"[""物流""]"
9057949,陶氏化学爆炸,陶氏化学爆炸,材料技术应用,industry_chain,weak,2026-05-15,2026-04-24,14,0,[],0.0,3,0,0,0.0,14,0.0132,0.1,31.33,[]
9062381,海上火箭回收,海上火箭回收,航天技术突破与商业化事件,event_driven,weak,2026-05-15,2026-04-24,11,0,[],0.0,3,0,0,0.0,11,0.0103,0.1,31.26,[]
9034134,中科院,中科院,技术突破与产业链升级,industry_chain,weak,2026-05-15,2026-04-24,17,1,"[""9063011"", ""9011277"", ""9016139"", ""9057858"", ""9057299"", ""9056783"", ""9055255"", ""9059118""]",0.1429,6,0,1,0.0882,17,0.0393,0.0864,31.17,"[""AI PC产业链""]"
9064619,抗老化剂,抗老化剂,精细化工材料,industry_chain,weak,2026-05-15,2026-04-24,5,0,[],0.0,3,0,0,0.0,5,0.0047,0.1,31.12,[]
9035034,智慧家庭,智慧家庭,技术应用与消费升级,industry_chain,weak,2026-05-15,2026-04-24,42,0,"[""9062419"", ""9022152"", ""9011436"", ""9017526"", ""9062517"", ""9040800"", ""9057151"", ""9035878""]",0.1429,6,0,7,0.0645,42,0.0395,0.0804,30.81,"[""上游技术研发""]"
9025934,AI语料,AI语料,数据资源与产业链,industry_chain,weak,2026-05-15,2026-04-24,27,0,"[""9034859"", ""9022152"", ""9062682""]",0.1429,6,0,8,0.0556,27,0.0254,0.0782,30.33,"[""语料订单""]"
9011768,中字头,中字头,政策驱动型投资主题,policy_driven,strong,2026-05-15,2026-04-24,134,0,"[""9034544"", ""9033292"", ""9022363"", ""9046378"", ""9035600"", ""9060492"", ""9053522"", ""9065354""]",0.1667,5,0,0,0.1053,134,0.126,0.2013,30.23,"[""中央企业控股上市公司""]"
9034859,AI智能体,AI智能体,技术突破,industry_chain,weak,2026-05-15,2026-04-24,54,0,"[""9062579"", ""9043089"", ""9050371"", ""9054720"", ""9054580"", ""9025934"", ""9064302"", ""9040224""]",0.0,12,0,2,0.2593,54,0.0508,0.0648,30.16,[]
9014001,人工智能硬件,人工智能硬件,技术产业链,industry_chain,weak,2026-05-15,2026-04-24,145,1,"[""9062339"", ""9056319"", ""9041790"", ""9041968"", ""9016139"", ""9054118"", ""9015778"", ""9059230""]",0.0,5,0,3,0.0741,145,0.1597,0.0185,30.1,[]
9013944,半导体,半导体,产业链/供应链,industry_chain,strong,2026-05-15,2026-04-24,139,0,"[""9011398"", ""9048752"", ""9059201"", ""9058519"", ""9065105"", ""9062497"", ""9021093"", ""9057858""]",0.1429,6,0,0,0.125,141,0.1326,0.1956,30.05,"[""半导体制造（晶圆制造）""]"
9031192,电子元器件分销,电子元器件分销,产业链/供应链,industry_chain,strong,2026-05-15,2026-04-24,12,0,"[""9028878"", ""9047087"", ""9064082"", ""9048533"", ""9011609"", ""9059704"", ""9031543"", ""9019349""]",0.25,3,0,0,0.125,12,0.0113,0.2437,29.9,"[""电子产品制造商""]"
9011436,阿里巴巴股权相关,阿里巴巴股权相关,公司商业生态与投资布局,industry_chain,strong,2026-05-15,2026-04-24,27,0,"[""9012538"", ""9049788"", ""9020414"", ""9037499"", ""9035034"", ""9057151""]",0.2857,5,0,0,0.037,27,0.0254,0.2378,29.9,"[""金融"", ""物流""]"
9043287,智元机器人,智元机器人,公司事件,event_driven,strong,2026-05-15,2026-04-24,33,0,"[""9035538"", ""9026661"", ""9039983"", ""9053030"", ""9054992"", ""9014636"", ""9027744""]",0.25,3,0,0,0.087,33,0.031,0.2342,29.83,"[""上海智元新创技术有限公司""]"
9048607,中美芬太尼合作,中美芬太尼合作,政策法规与药物技术,policy_driven,strong,2026-05-15,2026-04-24,24,0,"[""9042899"", ""9011782"", ""9045298"", ""9050897"", ""9045606""]",0.1667,5,1,0,0.087,24,0.0226,0.2368,29.77,"[""中美芬太尼合作""]"
9024980,设备更新,设备更新,政策驱动型产业升级,policy_driven,strong,2026-05-15,2026-04-24,104,0,"[""9010250"", ""129"", ""9013989"", ""9054096"", ""9030019"", ""9012443"", ""9022813"", ""54""]",0.1667,5,0,0,0.1154,103,0.0969,0.2039,29.66,"[""制造业新型技术改造城市试点""]"
9049788,稳定币,稳定币,政策驱动的金融科技创新,policy_driven,weak,2026-05-15,2026-04-24,99,0,"[""9017278"", ""9027100"", ""9051825"", ""9052849"", ""9011436"", ""9012323"", ""9039194"", ""9048435""]",0.0,6,0,6,0.1333,99,0.0931,0.0333,29.33,[]
9033215,华为手机,华为手机,技术突破,industry_chain,weak,2026-05-15,2026-04-24,69,0,"[""9034957"", ""9030805"", ""9033434"", ""9025515"", ""9044844"", ""9034824"", ""9056580"", ""9035185""]",0.0,6,0,5,0.1724,69,0.0649,0.0431,29.21,[]
9037857,数据中心,数据中心,产业链/供应链,industry_chain,weak,2026-05-15,2026-04-24,134,0,"[""9056319"", ""9059230"", ""9062339"", ""9026020"", ""9034811"", ""9056783"", ""9054624"", ""9053147""]",0.0,5,0,6,0.0667,134,0.126,0.0167,29.15,[]
9023110,AI手机,AI手机,产业链/供应链,industry_chain,weak,2026-05-15,2026-04-24,90,0,"[""9028541"", ""9040603"", ""9019349"", ""9030409"", ""9062454"", ""9022509"", ""9022152"", ""9055220""]",0.0,7,0,6,0.1333,90,0.0846,0.0333,29.11,[]
9058770,2025年11月事件前瞻,2025年11月事件前瞻,产业链/供应链,industry_chain,weak,2026-05-15,2026-04-24,127,0,"[""9014193"", ""9026661"", ""9058064"", ""9044395"", ""9040224"", ""9035716"", ""9062497"", ""9063449""]",0.0,7,0,8,0.0741,127,0.1194,0.0185,29.1,[]
9025348,汽车国企,汽车国企,政策驱动产业升级,policy_driven,medium,2026-05-15,2026-04-24,17,0,"[""9022312""]",0.1667,5,1,0,0.05,17,0.016,0.2275,29.05,"[""汽车国企""]"
9026661,电机,电机,产业链/供应链,industry_chain,weak,2026-05-15,2026-04-24,60,0,"[""9035538"", ""9043287"", ""9014193"", ""9013055"", ""9014636"", ""9058770"", ""9040224"", ""9039983""]",0.0,6,0,7,0.1724,60,0.0564,0.0431,29.0,[]
9019349,消费电子,消费电子,产业链/供应链,industry_chain,weak,2026-05-15,2026-04-24,98,0,"[""9028541"", ""9020631"", ""9023110"", ""9058261"", ""9048533"", ""9048752"", ""9036397"", ""9031192""]",0.0,6,0,4,0.1071,98,0.0922,0.0268,28.91,[]
9044821,季戊四醇产业链,季戊四醇产业链,产业链/供应链,industry_chain,strong,2026-05-15,2026-04-24,19,0,"[""9058519"", ""9010473"", ""9058119"", ""9065824"", ""9049638"", ""9013055"", ""9064956"", ""9018618""]",0.1429,6,1,0,0.0769,19,0.0179,0.2235,28.86,"[""季戊四醇产业链""]"
9018638,海峡两岸,海峡两岸,产业链/供应链,industry_chain,strong,2026-05-15,2026-04-24,54,0,"[""9060492"", ""9061871"", ""9021093"", ""9047066"", ""9063531"", ""9047274"", ""9013718"", ""9045298""]",0.4286,4,0,4,0.0667,54,0.0508,0.2095,28.84,"[""两岸半导体产业链合作"", ""精密制造"", ""半导体产业链""]"
9022363,上海自贸区,上海自贸区,政策法规,policy_driven,strong,2026-05-15,2026-04-24,67,0,"[""9035559"", ""9011768"", ""9046378"", ""9035600"", ""9060492"", ""9053522"", ""9058519"", ""9034544""]",0.1667,5,0,0,0.1111,67,0.063,0.2028,28.74,"[""金融""]"
9030155,华为海思全联接大会,华为海思全联接大会,技术联盟与产业链合作,industry_chain,weak,2026-05-15,2026-04-24,74,0,"[""9028660"", ""9031185"", ""9033434"", ""9011398"", ""9057858"", ""9025515"", ""9044844"", ""9034824""]",0.0,5,0,5,0.129,74,0.0696,0.0323,28.68,[]
9010270,有色金属,有色金属,产业链/供应链,industry_chain,weak,2026-05-15,2026-04-24,102,0,"[""9064086"", ""9038372"", ""9032516"", ""9052240"", ""9012508""]",0.0,6,0,4,0.0769,102,0.0959,0.0192,28.55,[]
9016541,新型城镇化,新型城镇化,城市规划与建设,industry_chain,weak,2026-05-15,2026-04-24,68,0,"[""9035878"", ""9012188"", ""9064498"", ""9064395""]",0.0,5,0,6,0.129,68,0.0639,0.0323,28.54,[]
9016254,数据要素,数据要素,产业链/供应链,industry_chain,weak,2026-05-15,2026-04-24,105,0,"[""9035109"", ""9022363"", ""9012396"", ""9020414"", ""9014001"", ""9051825""]",0.0,5,0,3,0.0714,105,0.0987,0.0179,28.54,[]
9039269,快手,快手,互联网平台/短视频社区,event_driven,strong,2026-05-15,2026-04-24,29,0,[],0.25,3,0,0,0.0,29,0.0273,0.2125,28.43,"[""北京快手科技有限公司""]"
9028541,苹果手机,苹果手机,产业链/供应链,industry_chain,weak,2026-05-15,2026-04-24,56,0,"[""9023110"", ""9019349"", ""9020631"", ""9048752"", ""9056167"", ""9057858"", ""9064082"", ""9056553""]",0.0,6,0,2,0.1333,56,0.0527,0.0333,28.31,[]
9042824,原子级制造,原子级制造,技术突破,industry_chain,strong,2026-05-15,2026-04-24,17,0,[],0.1667,5,1,0,0.0,17,0.016,0.215,28.3,"[""原子级制造""]"
9034957,华为手机AI,华为手机AI,技术突破,industry_chain,weak,2026-05-15,2026-04-24,30,0,"[""9033215"", ""9030805"", ""9015387"", ""9013944"", ""9033434""]",0.0,5,0,4,0.1724,30,0.0282,0.0431,28.29,[]
9035878,韧性城市,韧性城市,技术应用与城市发展融合,industry_chain,weak,2026-05-15,2026-04-24,54,0,"[""9016541"", ""9040800"", ""9035034"", ""9031185""]",0.0,6,0,3,0.129,54,0.0508,0.0323,28.21,[]
9051825,RWA,RWA,产业链/供应链,industry_chain,weak,2026-05-15,2026-04-24,92,0,"[""9049788"", ""9035109"", ""9016254"", ""9017278""]",0.0,6,0,5,0.0645,92,0.0865,0.0161,28.13,[]
9010473,包装,包装,产业链/供应链,industry_chain,medium,2026-05-15,2026-04-24,72,0,"[""9044821"", ""9058519"", ""9058119"", ""9049638"", ""9024980"", ""9016949"", ""9046844"", ""9022813""]",0.1667,5,0,0,0.0606,72,0.0677,0.1902,28.1,"[""包装制造""]"
9036026,机器人材料,机器人材料,产业链/供应链,industry_chain,weak,2026-05-15,2026-04-24,48,0,"[""9054992"", ""9039983"", ""9014636"", ""9061860"", ""9056580"", ""9045298"", ""9050897"", ""9027744""]",0.0,7,0,1,0.125,48,0.0451,0.0312,28.0,[]
9010467,纺织服装,纺织服装,产业链/供应链,industry_chain,weak,2026-05-15,2026-04-24,108,0,"[""9027825""]",0.0,5,0,2,0.0303,107,0.1006,0.0076,27.97,[]
9047087,模拟芯片大全,模拟芯片大全,产业链/供应链,industry_chain,weak,2026-05-15,2026-04-24,59,0,"[""9031192"", ""9064082"", ""9028878"", ""9048533"", ""9063449"", ""9059704"", ""9057999"", ""9031543""]",0.0,7,0,8,0.1034,59,0.0555,0.0259,27.94,[]
9050811,广东赛马,广东赛马,区域产业规划与平台建设,policy_driven,strong,2026-05-15,2026-04-24,7,0,[],0.25,3,0,0,0.0,7,0.0066,0.2125,27.91,"[""穗港马产业深度合作区""]"
9037499,AI眼镜,AI眼镜,智能穿戴设备产业链,industry_chain,weak,2026-05-15,2026-04-24,76,0,"[""9031543"", ""9011526"", ""9057161"", ""9059825"", ""9062579"", ""9046660"", ""9058626"", ""9040555""]",0.0,6,0,5,0.069,76,0.0715,0.0172,27.82,[]
9041842,央企AI+行动,央企AI+行动,技术突破,industry_chain,weak,2026-05-15,2026-04-24,39,0,"[""9062454"", ""9040117"", ""9065423"", ""9016149"", ""9035109"", ""9022152"", ""9062517"", ""9059490""]",0.0,3,0,1,0.125,39,0.0367,0.0312,27.79,[]
9035559,四川国资,四川国资,行业分类体系,industry_chain,weak,2026-05-15,2026-04-24,33,0,"[""9058519"", ""9046378"", ""9022363"", ""9027342"", ""9011768"", ""9054349"", ""9012747"", ""9011446""]",0.0,4,0,4,0.1333,33,0.031,0.0333,27.77,[]
9056319,阿里AI芯片,阿里AI芯片,技术产业链,industry_chain,weak,2026-05-15,2026-04-24,39,0,"[""9062339"", ""9046660"", ""9041790"", ""9055378"", ""9014001"", ""9037857"", ""9016139"", ""9065481""]",0.0,4,0,1,0.12,39,0.0367,0.03,27.72,[]
9027100,人民币国际化,人民币国际化,金融科技基础设施,industry_chain,weak,2026-05-15,2026-04-24,28,0,"[""9032675"", ""9049788"", ""9017278"", ""9047274"", ""9052849"", ""9064061""]",0.0,6,0,2,0.1333,28,0.0263,0.0333,27.66,[]
9032675,金融IT,金融IT,产业链/供应链,industry_chain,weak,2026-05-15,2026-04-24,28,0,"[""9027100"", ""9046036"", ""9058119"", ""9012443"", ""9047274"", ""9016841"", ""9012323"", ""9056088""]",0.0,5,0,7,0.1333,28,0.0263,0.0333,27.66,[]
9030037,汽车芯片,汽车芯片,产业链/供应链,industry_chain,weak,2026-05-15,2026-04-24,69,0,"[""9034824"", ""9062213"", ""9045339"", ""9041906"", ""9036191"", ""9011277"", ""9060591"", ""9043063""]",0.0,4,0,3,0.069,69,0.0649,0.0172,27.65,[]
9027342,公用事业,公用事业,城市基础设施安全,policy_driven,weak,2026-05-15,2026-04-24,63,0,"[""9046378"", ""9061633"", ""9035559"", ""9058519"", ""9034544"", ""9052240""]",0.0,5,0,6,0.0769,63,0.0592,0.0192,27.63,[]
9054404,A股全球第一,A股全球第一,国家经济关键资产集合,industry_chain,medium,2026-05-15,2026-04-24,19,0,"[""9065354"", ""9034544"", ""9033292"", ""9011768"", ""9012443"", ""9052240"", ""9019349"", ""9033890""]",0.2,4,0,0,0.05,19,0.0179,0.2025,27.6,"[""金融""]"
9046625,SHEIN/希音IPO,SHEIN/希音IPO,公司事件,industry_chain,strong,2026-05-15,2026-04-24,17,0,"[""9023826""]",0.4286,4,0,8,0.037,17,0.016,0.2021,27.53,"[""包装及物流"", ""上游合作"", ""供应链""]"
9054118,昇腾384超节点,昇腾384超节点,产业链/供应链,industry_chain,weak,2026-05-15,2026-04-24,51,0,"[""9028660"", ""9014001"", ""9055220"", ""9033434"", ""9017846"", ""9059230"", ""9062339"", ""9026020""]",0.0,7,0,4,0.0882,51,0.048,0.0221,27.53,[]
9016949,建材,建材,产业链/供应链,industry_chain,weak,2026-05-15,2026-04-24,81,0,"[""9033292"", ""9010473""]",0.0,5,0,4,0.0417,81,0.0762,0.0104,27.53,[]
9020715,车路云一体化,车路云一体化,技术应用与产业链,industry_chain,weak,2026-05-15,2026-04-24,84,0,"[""9034539"", ""9026515"", ""9031348"", ""9029535"", ""9023131"", ""9021988"", ""9062206"", ""9030124""]",0.0,7,0,4,0.0357,84,0.079,0.0089,27.51,[]
9025720,低空经济,低空经济,产业链/供应链,industry_chain,strong,2026-05-15,2026-04-24,87,0,"[""9014193"", ""9013055"", ""9012443"", ""9012396"", ""9062024"", ""9019349"", ""9054404"", ""9033890""]",0.1429,6,0,0,0.0385,87,0.0818,0.1739,27.48,"[""低空飞行器制造""]"
9028133,华为昇腾,华为昇腾,产业链/供应链,industry_chain,weak,2026-05-15,2026-04-24,71,0,"[""9063938"", ""9048752"", ""9020259"", ""9019349"", ""9056553"", ""9028541"", ""9020631"", ""9013944""]",0.0,7,0,8,0.0455,71,0.0668,0.0114,27.35,[]
9054720,AI编程,AI编程,技术突破,industry_chain,weak,2026-05-15,2026-04-24,20,0,"[""9034859"", ""9064302""]",0.0,3,0,7,0.1212,20,0.0188,0.0303,27.29,[]
